basic_number,class_number,term,language
90546,9,life jackets,en
90295,9,life-saving apparatus and equipment,en
90731,9,life-saving capsules for natural disasters,en
90073,9,life-saving rafts,en
90816,9,lifeboats,en
90606,9,"light dimmers [regulators], electric / light regulators [dimmers], electric",en
90704,9,light-emitting diodes [LED],en
90679,9,light-emitting electronic pointers,en
90672,9,lighting ballasts,en
90381,9,lightning conductors / lightning arresters / lightning rods,en
90165,9,limiters [electricity],en
90443,9,"locks, electric",en
90326,9,logs [measuring instruments],en
90190,9,loudspeakers,en
90321,9,magic lanterns,en
90607,9,magnetic data media,en
90608,9,magnetic encoders,en
90808,9,"magnetic resonance imaging [MRI] apparatus, not for medical purposes",en
90609,9,magnetic tape units for computers,en
90078,9,magnetic tapes,en
90256,9,magnetic wires,en
90023,9,magnets*,en
90328,9,magnifying glasses [optics],en
90133,9,marine compasses,en
90668,9,marine depth finders,en
90583,9,marking buoys,en
90490,9,marking gauges [joinery],en
90471,9,masts for wireless aerials,en
90240,9,material testing instruments and machines,en
90553,9,"materials for electricity mains [wires, cables]",en
90339,9,mathematical instruments,en
90201,9,measures,en
90202,9,measuring apparatus,en
90214,9,"measuring devices, electric",en
90285,9,measuring glassware / graduated glassware,en
90347,9,measuring instruments,en
90641,9,measuring spoons,en
90234,9,mechanical signs,en
90063,9,mechanisms for coin-operated apparatus,en
90064,9,mechanisms for counter-operated apparatus,en
90949,9,medical training simulators,en
90341,9,megaphones,en
90727,9,memory cards for video game machines,en
90344,9,mercury levels,en
90178,9,metal detectors for industrial or military purposes,en
90075,9,meteorological balloons,en
90348,9,meteorological instruments,en
90139,9,metronomes,en
90350,9,micrometer screws for optical instruments,en
90379,9,micrometers / micrometer gauges,en
90351,9,microphones,en
90610,9,microprocessors,en
90193,9,microscopes,en
90352,9,microtomes,en
90232,9,mileage recorders for vehicles / kilometer recorders for vehicles,en
90354,9,mirrors [optics],en
90307,9,mirrors for inspecting work,en
90909,9,missile warning systems,en
90734,9,mobile telephones / cell phones,en
90611,9,modems,en
90053,9,money counting and sorting machines,en
90151,9,"monitoring apparatus, other than for medical purposes",en
90612,9,monitors [computer hardware],en
90613,9,monitors [computer programs],en
90927,9,motion tracking mounts for cameras,en
90932,9,motorcyclists' clothing for protection against accident or injury,en
90614,9,mouse [computer peripheral],en
90662,9,mouse pads,en
90752,9,mouth guards for sports,en
90940,9,music sequencer devices,en
90878,9,musical instrument digital interface controllers being audio interfaces,en
90817,9,nanoparticle size analysers / nanoparticle size analyzers,en
90356,9,nautical apparatus and instruments,en
90357,9,naval signalling apparatus,en
90659,9,navigation apparatus for vehicles [on-board computers],en
90358,9,navigational instruments,en
90462,9,needles for record players / styli for record players,en
90754,9,needles for surveying compasses,en
90330,9,neon signs,en
90259,9,nets for protection against accidents,en
90888,9,"neural helmets, not for medical purposes",en
90655,9,nose clips for divers and swimmers,en
90642,9,notebook computers,en
90160,9,objectives [lenses] [optics],en
90366,9,observation instruments,en
90367,9,octants,en
90368,9,ohmmeters,en
90370,9,optical apparatus and instruments,en
90615,9,optical character readers,en
90592,9,optical condensers,en
90616,9,optical data media,en
90617,9,optical discs,en
90571,9,optical fibres [light conducting filaments] / optical fibers [light conducting filaments],en
90371,9,optical glass,en
90319,9,optical lanterns / optical lamps,en
90324,9,optical lenses,en
90825,9,organic light-emitting diodes [OLED],en
90374,9,oscillographs,en
90377,9,oxygen transvasing apparatus,en
90919,9,ozonizers for calibration purposes / ozone generators for calibration purposes,en
90833,9,"padlocks, electronic",en
90383,9,parking meters,en
90836,9,parking sensors for vehicles,en
90002,9,particle accelerators,en
90137,9,pedometers,en
90312,9,peepholes [magnifying lenses] for doors,en
90337,9,periscopes,en
90790,9,personal digital assistants [PDAs],en
90663,9,personal stereos,en
90712,9,Petri dishes,en
90243,9,petrol gauges / gasoline gauges,en
90016,9,phonograph records / sound recording discs,en
90154,9,"photocopiers [photographic, electrostatic, thermic]",en
90393,9,photometers,en
90394,9,phototelegraphy apparatus,en
90531,9,photovoltaic cells,en
90824,9,piezoelectric sensors,en
90397,9,pince-nez,en
90713,9,Pitot tubes,en
90399,9,plane tables [surveying instruments],en
90400,9,planimeters,en
90012,9,plates for batteries,en
90596,9,plotters,en
90257,9,plumb bobs,en
90258,9,plumb lines,en
90644,9,pocket calculators,en
90924,9,point-of-sale [POS] terminals,en
90404,9,polarimeters,en
90947,9,polarizing films for displays,en
90912,9,portable document scanners,en
90702,9,portable media players,en
90874,9,portable power chargers,en
90889,9,portable speakers,en
90853,9,portable ultrafine dust meters,en
90489,9,precision balances,en
90346,9,precision measuring apparatus,en
90336,9,pressure gauges,en
90090,9,pressure indicator plugs for valves,en
90410,9,pressure indicators,en
90409,9,pressure measuring apparatus,en
90699,9,printed circuit boards,en
90125,9,printed circuits,en
90618,9,printers for use with computers*,en
90365,9,prisms [optics],en
90436,9,probes for scientific purposes,en
90619,9,processors [central processing units] / central processing units [processors],en
90411,9,projection apparatus,en
90209,9,projection screens,en
90422,9,"protection devices against X-rays, not for medical purposes",en
90004,9,protection devices for personal use against accidents,en
90210,9,protective face shields for workers,en
90751,9,protective films adapted for computer screens,en
90775,9,protective films adapted for smartphones,en
90112,9,protective helmets,en
90656,9,protective helmets for sports,en
90338,9,"protective masks, not for medical purposes",en
90070,9,protective suits for aviators,en
90419,9,protractors [measuring instruments],en
90097,9,punched card machines for offices,en
90093,9,push buttons for bells,en
90415,9,pyrometers,en
90301,9,quantity indicators,en
90877,9,quantum computers,en
90826,9,quantum dot light-emitting diodes [QLED],en
90416,9,radar apparatus,en
90673,9,radio pagers,en
90418,9,radiological apparatus for industrial purposes,en
90526,9,radiology screens for industrial purposes,en
90270,9,radios,en
90408,9,radiotelegraphy sets,en
90407,9,radiotelephony sets,en
90254,9,railway traffic safety appliances,en
90195,9,range finders / telemeters,en
90620,9,readers [data processing equipment],en
90796,9,rearview cameras for vehicles,en
90192,9,record players,en
90003,9,"reflective articles for wear, for the prevention of accidents",en
90745,9,reflective safety vests,en
90250,9,refractometers,en
90424,9,refractors,en
90150,9,"regulating apparatus, electric",en
90222,9,"relays, electric",en
90470,9,remote control apparatus,en
90830,9,"rescue flares, non-explosive and non-pyrotechnic",en
90809,9,rescue laser signalling flares,en
90427,9,"resistances, electric",en
90430,9,"respirators for filtering air, not for medical purposes",en
90113,9,"respiratory masks, not for medical purposes",en
90680,9,resuscitation mannequins [teaching apparatus],en
90798,9,resuscitation training simulators,en
90157,9,retorts,en
90158,9,retorts' stands,en
90485,9,revolution counters,en
90432,9,rheostats,en
90690,9,riding helmets,en
90866,9,ring holders for mobile telephones / ring holders for cell phones,en
90793,9,ring sizers,en
90867,9,ring stands for mobile telephones / ring stands for cell phones,en
90516,9,"road signs, luminous or mechanical",en
90072,9,rods for water diviners,en
90284,9,rulers [measuring instruments],en
90349,9,rules [measuring instruments],en
90435,9,saccharometers,en
90260,9,safety nets / life nets,en
90621,9,"safety restraints, other than for vehicle seats and sports equipment",en
90865,9,safety signs [luminous],en
90261,9,safety tarpaulins,en
90389,9,salinometers,en
90792,9,satellite finder meters,en
90674,9,satellite navigational apparatus,en
90437,9,satellites for scientific purposes,en
90074,9,scales,en
90761,9,scales with body mass analysers / scales with body mass analyzers,en
90859,9,scanners [apparatus] for performing automotive diagnostics,en
90622,9,scanners for data processing,en
90863,9,screen protectors for mobile telephones / screen protectors for cell phones,en
90211,9,screens [photography],en
90286,9,screens for photoengraving,en
90466,9,screw-tapping gauges,en
90789,9,security surveillance robots,en
90755,9,security token hardware for user authentication,en
90911,9,self-checkout terminals,en
90803,9,selfie lenses,en
90861,9,selfie ring lights for smartphones,en
90742,9,selfie sticks [hand-held monopods],en
90539,9,semiconductors,en
90444,9,sextants,en
90098,9,sheaths for electric cables,en
90645,9,"shoes for protection against accidents, irradiation and fire",en
90174,9,shutter releases [photography],en
90181,9,shutters [photography],en
90509,9,sighting telescopes for firearms / telescopic sights for firearms,en
90127,9,signal bells,en
90322,9,signal lanterns,en
90518,9,signalling buoys,en
90380,9,"signalling panels, luminous or mechanical",en
90445,9,signalling whistles,en
90434,9,"signals, luminous or mechanical",en
90329,9,"signs, luminous",en
90448,9,simulators for the steering and control of vehicles,en
90449,9,sirens,en
90710,9,sleeves for laptops,en
90104,9,slide calipers,en
90186,9,slide projectors / transparency projection apparatus,en
90102,9,slide-rules,en
90299,9,slope indicators / clinometers / gradient indicators / inclinometers,en
90767,9,smart rings,en
90849,9,smart speakers,en
90748,9,smartglasses,en
90719,9,smartphones,en
90749,9,smartwatches,en
90623,9,smoke detectors,en
90800,9,snorkels,en
90894,9,"software as a medical device [SaMD], downloadable",en
90557,9,solar batteries,en
90733,9,solar panels for the production of electricity,en
90114,9,solderers' helmets,en
90675,9,solenoid valves [electromagnetic switches],en
